product_id,productcategory_id,material_id,outer_diameter,inner_diameter,height,weight,heattreatmentcategory_id,workplace_id,duration_seconds
111.0,S6,1.0566,305.0,236.0,164.0,97663216382.0,0.0,50501.0,38040000000.0
111.0,S6,1.0566,305.0,236.0,164.0,97663216382.0,0.0,50513.0,1680000000.0
111.0,S6,1.0566,305.0,236.0,164.0,97663216382.0,0.0,,4860000000.0
112.0,S6,1.1181,294.0,254.0,117.0,1673047955301.0,0.0,50501.0,3840000000.0
112.0,S6,1.1181,294.0,254.0,117.0,1673047955301.0,0.0,50513.0,360000000.0
112.0,S6,1.1181,294.0,254.0,117.0,1673047955301.0,0.0,,1080000000.0
119.0,S6,1.4539,514.0,209.0,43.0,843941017578.0,4.0,,240000000.0
119.0,S6,1.4539,514.0,209.0,43.0,843941017578.0,4.0,,300000000.0
119.0,S6,1.4539,514.0,209.0,43.0,843941017578.0,4.0,,120000000.0
119.0,S6,1.4539,514.0,209.0,43.0,843941017578.0,4.0,,120000000.0
119.0,S6,1.4539,514.0,209.0,43.0,843941017578.0,4.0,50513.0,360000000.0
119.0,S6,1.4539,514.0,209.0,43.0,843941017578.0,4.0,50513.0,420000000.0
120.0,S6,1.046,468.0,436.0,165.0,712310004732.0,0.0,50501.0,0.0
120.0,S6,1.046,468.0,436.0,165.0,712310004732.0,0.0,50513.0,540000000.0
120.0,S6,1.046,468.0,436.0,165.0,712310004732.0,0.0,,1020000000.0
121.0,S6,1.0488,660.0,576.0,55.0,825069989068.0,0.0,50501.0,5700000000.0
121.0,S6,1.0488,660.0,576.0,55.0,825069989068.0,0.0,50513.0,420000000.0
121.0,S6,1.0488,660.0,576.0,55.0,825069989068.0,0.0,,600000000.0
122.0,S6,1.0488,532.0,434.0,50.0,73275513320.0,0.0,50513.0,1380000000.0
122.0,S6,1.0488,532.0,434.0,50.0,73275513320.0,0.0,,480000000.0
123.0,S6,1.0488,381.0,304.0,50.0,385470215920.0,0.0,50513.0,240000000.0
123.0,S6,1.0488,381.0,304.0,50.0,385470215920.0,0.0,,480000000.0
124.0,S6,1.0488,320.0,260.0,60.0,4932168664647.0,0.0,50501.0,780000000.0
124.0,S6,1.0488,320.0,260.0,60.0,4932168664647.0,0.0,50513.0,0.0
125.0,S6,1.0488,268.0,206.0,60.0,4851338296455.0,0.0,50501.0,34080000000.0
125.0,S6,1.0488,268.0,206.0,60.0,4851338296455.0,0.0,50501.0,9780000000.0
125.0,S6,1.0488,268.0,206.0,60.0,4851338296455.0,0.0,50513.0,1860000000.0
125.0,S6,1.0488,268.0,206.0,60.0,4851338296455.0,0.0,,120000000.0
125.0,S6,1.0488,268.0,206.0,60.0,4851338296455.0,0.0,,3120000000.0
126.0,S6,1.0488,268.0,206.0,100.0,475223049474.0,0.0,50513.0,240000000.0
126.0,S6,1.0488,268.0,206.0,100.0,475223049474.0,0.0,,1380000000.0
127.0,S6,1.0488,212.0,153.0,150.0,6628179036866.0,0.0,50501.0,10020000000.0
127.0,S6,1.0488,212.0,153.0,150.0,6628179036866.0,0.0,50515.0,1200000000.0
128.0,S1,1.7709,895.0,695.0,160.0,77723859753.0,1.0,50501.0,0.0
128.0,S1,1.7709,895.0,695.0,160.0,77723859753.0,1.0,,1140000000.0
128.0,S1,1.7709,895.0,695.0,160.0,77723859753.0,1.0,50514.0,840000000.0
128.0,S1,1.7709,895.0,695.0,160.0,77723859753.0,1.0,,1020000000.0
128.0,S1,1.7709,895.0,695.0,160.0,77723859753.0,1.0,60314.0,5280000000.0
128.0,S1,1.7709,895.0,695.0,160.0,77723859753.0,1.0,60314.0,12660000000.0
128.0,S1,1.7709,895.0,695.0,160.0,77723859753.0,1.0,60314.0,15900000000.0
128.0,S1,1.7709,895.0,695.0,160.0,77723859753.0,1.0,60314.0,6720000000.0
129.0,S1,1.1191,500.0,330.0,255.0,333184609914.0,1.0,,2280000000.0
129.0,S1,1.1191,500.0,330.0,255.0,333184609914.0,1.0,,1740000000.0
129.0,S1,1.1191,500.0,330.0,255.0,333184609914.0,1.0,50513.0,60000000.0
129.0,S1,1.1191,500.0,330.0,255.0,333184609914.0,1.0,50513.0,600000000.0
129.0,S1,1.1191,500.0,330.0,255.0,333184609914.0,1.0,60302.0,5460000000.0
130.0,S6,1.0487,780.0,676.0,65.0,732316380099.0,0.0,50501.0,7740000000.0
130.0,S6,1.0487,780.0,676.0,65.0,732316380099.0,0.0,50513.0,180000000.0
130.0,S6,1.0487,780.0,676.0,65.0,732316380099.0,0.0,50513.0,900000000.0
130.0,S6,1.0487,780.0,676.0,65.0,732316380099.0,0.0,,1440000000.0
131.0,S6,1.0487,660.0,580.0,55.0,553156716323.0,0.0,50501.0,6120000000.0
131.0,S6,1.0487,660.0,580.0,55.0,553156716323.0,0.0,50501.0,7320000000.0
131.0,S6,1.0487,660.0,580.0,55.0,553156716323.0,0.0,50513.0,1560000000.0
131.0,S6,1.0487,660.0,580.0,55.0,553156716323.0,0.0,,1320000000.0
131.0,S6,1.0487,660.0,580.0,55.0,553156716323.0,0.0,,5760000000.0
132.0,S6,1.0487,370.0,303.0,45.0,405310716759.0,0.0,50501.0,5820000000.0
132.0,S6,1.0487,370.0,303.0,45.0,405310716759.0,0.0,50513.0,360000000.0
133.0,S6,1.0487,320.0,253.0,150.0,1696039799.0,0.0,50501.0,2400000000.0
134.0,S6,1.0487,268.0,203.0,160.0,801903016722.0,0.0,50501.0,4560000000.0
134.0,S6,1.0487,268.0,203.0,160.0,801903016722.0,0.0,50513.0,420000000.0
135.0,S6,1.0487,268.0,203.0,145.0,476724608905.0,0.0,50501.0,1560000000.0
135.0,S6,1.0487,268.0,203.0,145.0,476724608905.0,0.0,50513.0,240000000.0
135.0,S6,1.0487,268.0,203.0,145.0,476724608905.0,0.0,,1980000000.0
167.0,S6,1.5415,941.0,818.0,27.0,6359381493.0,0.0,50501.0,0.0
167.0,S6,1.5415,941.0,818.0,27.0,6359381493.0,0.0,50501.0,9480000000.0
167.0,S6,1.5415,941.0,818.0,27.0,6359381493.0,0.0,50501.0,8340000000.0
167.0,S6,1.5415,941.0,818.0,27.0,6359381493.0,0.0,50513.0,5220000000.0
167.0,S6,1.5415,941.0,818.0,27.0,6359381493.0,0.0,50513.0,2160000000.0
167.0,S6,1.5415,941.0,818.0,27.0,6359381493.0,0.0,50513.0,2040000000.0
167.0,S6,1.5415,941.0,818.0,27.0,6359381493.0,0.0,50513.0,4140000000.0
167.0,S6,1.5415,941.0,818.0,27.0,6359381493.0,0.0,50513.0,4260000000.0
167.0,S6,1.5415,941.0,818.0,27.0,6359381493.0,0.0,50513.0,420000000.0
167.0,S6,1.5415,941.0,818.0,27.0,6359381493.0,0.0,50513.0,420000000.0
167.0,S6,1.5415,941.0,818.0,27.0,6359381493.0,0.0,,4200000000.0
167.0,S6,1.5415,941.0,818.0,27.0,6359381493.0,0.0,,2580000000.0
167.0,S6,1.5415,941.0,818.0,27.0,6359381493.0,0.0,,2940000000.0
167.0,S6,1.5415,941.0,818.0,27.0,6359381493.0,0.0,,1620000000.0
167.0,S6,1.5415,941.0,818.0,27.0,6359381493.0,0.0,,3540000000.0
167.0,S6,1.5415,941.0,818.0,27.0,6359381493.0,0.0,,4740000000.0
167.0,S6,1.5415,941.0,818.0,27.0,6359381493.0,0.0,,5580000000.0
167.0,S6,1.5415,941.0,818.0,27.0,6359381493.0,0.0,,540000000.0
168.0,S6,1.5415,1057.0,919.0,32.0,19666392370.0,0.0,50501.0,9720000000.0
168.0,S6,1.5415,1057.0,919.0,32.0,19666392370.0,0.0,50513.0,3840000000.0
168.0,S6,1.5415,1057.0,919.0,32.0,19666392370.0,0.0,50513.0,60000000.0
168.0,S6,1.5415,1057.0,919.0,32.0,19666392370.0,0.0,50513.0,3300000000.0
168.0,S6,1.5415,1057.0,919.0,32.0,19666392370.0,0.0,,4260000000.0
168.0,S6,1.5415,1057.0,919.0,32.0,19666392370.0,0.0,,1800000000.0
168.0,S6,1.5415,1057.0,919.0,32.0,19666392370.0,0.0,,660000000.0
168.0,S6,1.5415,1057.0,919.0,32.0,19666392370.0,0.0,,1200000000.0
168.0,S6,1.5415,1057.0,919.0,32.0,19666392370.0,0.0,,0.0
168.0,S6,1.5415,1057.0,919.0,32.0,19666392370.0,0.0,,4740000000.0
178.0,S1,1.0503,130.0,66.0,14.0,33095439330472.0,1.0,50501.0,4620000000.0
178.0,S1,1.0503,130.0,66.0,14.0,33095439330472.0,1.0,50501.0,30600000000.0
178.0,S1,1.0503,130.0,66.0,14.0,33095439330472.0,1.0,50501.0,11580000000.0
178.0,S1,1.0503,130.0,66.0,14.0,33095439330472.0,1.0,50510.0,240000000.0
184.0,S6,1.4021,551.0,192.0,120.0,376217662216.0,1.0,,480000000.0
184.0,S6,1.4021,551.0,192.0,120.0,376217662216.0,1.0,50513.0,420000000.0
185.0,S6,1.4021,535.0,192.0,120.0,95402592905.0,1.0,,1380000000.0
185.0,S6,1.4021,535.0,192.0,120.0,95402592905.0,1.0,,420000000.0
185.0,S6,1.4021,535.0,192.0,120.0,95402592905.0,1.0,50513.0,360000000.0
187.0,S6,1.057,800.0,675.0,180.0,453608600256.0,0.0,50501.0,23520000000.0
187.0,S6,1.057,800.0,675.0,180.0,453608600256.0,0.0,50513.0,1260000000.0
187.0,S6,1.057,800.0,675.0,180.0,453608600256.0,0.0,,4380000000.0
188.0,S6,1.046,396.0,364.0,130.0,9698057686852.0,0.0,50501.0,4560000000.0
188.0,S6,1.046,396.0,364.0,130.0,9698057686852.0,0.0,,480000000.0
189.0,S6,1.7225,307.0,182.0,72.0,535271757430.0,0.0,50501.0,24480000000.0
189.0,S6,1.7225,307.0,182.0,72.0,535271757430.0,0.0,50513.0,1980000000.0
189.0,S6,1.7225,307.0,182.0,72.0,535271757430.0,0.0,,4500000000.0
189.0,S6,1.7225,307.0,182.0,72.0,535271757430.0,0.0,,1860000000.0
189.0,S6,1.7225,307.0,182.0,72.0,535271757430.0,0.0,,2820000000.0
189.0,S6,1.7225,307.0,182.0,72.0,535271757430.0,0.0,,3420000000.0
192.0,S6,2.4856,360.0,230.0,170.0,729632590073.0,2.0,,240000000.0
192.0,S6,2.4856,360.0,230.0,170.0,729632590073.0,2.0,,180000000.0
192.0,S6,2.4856,360.0,230.0,170.0,729632590073.0,2.0,,360000000.0
192.0,S6,2.4856,360.0,230.0,170.0,729632590073.0,2.0,,240000000.0
192.0,S6,2.4856,360.0,230.0,170.0,729632590073.0,2.0,,240000000.0
192.0,S6,2.4856,360.0,230.0,170.0,729632590073.0,2.0,,480000000.0
192.0,S6,2.4856,360.0,230.0,170.0,729632590073.0,2.0,50513.0,300000000.0
192.0,S6,2.4856,360.0,230.0,170.0,729632590073.0,2.0,50513.0,780000000.0
192.0,S6,2.4856,360.0,230.0,170.0,729632590073.0,2.0,50513.0,60000000.0
193.0,S6,2.4856,360.0,230.0,195.0,572225618025.0,2.0,,360000000.0
193.0,S6,2.4856,360.0,230.0,195.0,572225618025.0,2.0,,180000000.0
193.0,S6,2.4856,360.0,230.0,195.0,572225618025.0,2.0,,300000000.0
193.0,S6,2.4856,360.0,230.0,195.0,572225618025.0,2.0,,240000000.0
193.0,S6,2.4856,360.0,230.0,195.0,572225618025.0,2.0,,240000000.0
193.0,S6,2.4856,360.0,230.0,195.0,572225618025.0,2.0,,6360000000.0
193.0,S6,2.4856,360.0,230.0,195.0,572225618025.0,2.0,50513.0,780000000.0
194.0,S6,2.4856,310.0,180.0,180.0,21471529855.0,2.0,,420000000.0
194.0,S6,2.4856,310.0,180.0,180.0,21471529855.0,2.0,,240000000.0
194.0,S6,2.4856,310.0,180.0,180.0,21471529855.0,2.0,,240000000.0
194.0,S6,2.4856,310.0,180.0,180.0,21471529855.0,2.0,,360000000.0
194.0,S6,2.4856,310.0,180.0,180.0,21471529855.0,2.0,,720000000.0
194.0,S6,2.4856,310.0,180.0,180.0,21471529855.0,2.0,50513.0,120000000.0
195.0,S6,2.4856,310.0,180.0,180.0,21471529855.0,2.0,,300000000.0
195.0,S6,2.4856,310.0,180.0,180.0,21471529855.0,2.0,,120000000.0
195.0,S6,2.4856,310.0,180.0,180.0,21471529855.0,2.0,,240000000.0
195.0,S6,2.4856,310.0,180.0,180.0,21471529855.0,2.0,,360000000.0
202.0,S6,1.046,660.0,440.0,120.0,170027683659.0,0.0,50501.0,21360000000.0
202.0,S6,1.046,660.0,440.0,120.0,170027683659.0,0.0,,1020000000.0
202.0,S6,1.046,660.0,440.0,120.0,170027683659.0,0.0,,0.0
202.0,S6,1.046,660.0,440.0,120.0,170027683659.0,0.0,,0.0
202.0,S6,1.046,660.0,440.0,120.0,170027683659.0,0.0,,1740000000.0
202.0,S6,1.046,660.0,440.0,120.0,170027683659.0,0.0,50513.0,600000000.0
202.0,S6,1.046,660.0,440.0,120.0,170027683659.0,0.0,50513.0,1080000000.0
203.0,S6,1.046,340.0,305.0,70.0,9713390580607.0,0.0,50501.0,10140000000.0
203.0,S6,1.046,340.0,305.0,70.0,9713390580607.0,0.0,,1140000000.0
204.0,S6,1.046,675.0,491.0,95.0,642848823674.0,0.0,50501.0,37860000000.0
204.0,S6,1.046,675.0,491.0,95.0,642848823674.0,0.0,50501.0,10380000000.0
204.0,S6,1.046,675.0,491.0,95.0,642848823674.0,0.0,50513.0,1680000000.0
204.0,S6,1.046,675.0,491.0,95.0,642848823674.0,0.0,,3000000000.0
205.0,S6,1.046,560.0,418.0,37.0,720959514119.0,0.0,50501.0,5940000000.0
205.0,S6,1.046,560.0,418.0,37.0,720959514119.0,0.0,50513.0,1260000000.0
205.0,S6,1.046,560.0,418.0,37.0,720959514119.0,0.0,,1740000000.0
206.0,S6,1.046,560.0,418.0,37.0,720959514119.0,0.0,50501.0,6660000000.0
206.0,S6,1.046,560.0,418.0,37.0,720959514119.0,0.0,50513.0,2280000000.0
206.0,S6,1.046,560.0,418.0,37.0,720959514119.0,0.0,,1320000000.0
208.0,S6,1.4021,650.0,560.0,63.0,195169040264.0,1.0,50501.0,35460000000.0
208.0,S6,1.4021,650.0,560.0,63.0,195169040264.0,1.0,50513.0,240000000.0
208.0,S6,1.4021,650.0,560.0,63.0,195169040264.0,1.0,,1260000000.0
208.0,S6,1.4021,650.0,560.0,63.0,195169040264.0,1.0,,240000000.0
216.0,S6,1.4922,195.0,180.0,160.0,1953520976141.0,0.0,50501.0,9180000000.0
216.0,S6,1.4922,195.0,180.0,160.0,1953520976141.0,0.0,50515.0,660000000.0
217.0,S6,1.4462,378.0,276.0,165.0,444717083645.0,4.0,50501.0,0.0
219.0,S6,1.3539,220.0,200.0,26.0,38607210902054.0,0.0,50501.0,9660000000.0
219.0,S6,1.3539,220.0,200.0,26.0,38607210902054.0,0.0,,3120000000.0
220.0,S1,1.0566,705.0,275.0,58.0,756710765215.0,1.0,70003.0,1320000000.0
220.0,S1,1.0566,705.0,275.0,58.0,756710765215.0,1.0,,420000000.0
220.0,S1,1.0566,705.0,275.0,58.0,756710765215.0,1.0,60302.0,14280000000.0
220.0,S1,1.0566,705.0,275.0,58.0,756710765215.0,1.0,60302.0,5160000000.0
220.0,S1,1.0566,705.0,275.0,58.0,756710765215.0,1.0,60302.0,4140000000.0
232.0,S6,1.0503,1090.0,984.0,40.0,867332735655.0,0.0,50501.0,6000000000.0
232.0,S6,1.0503,1090.0,984.0,40.0,867332735655.0,0.0,50513.0,420000000.0
232.0,S6,1.0503,1090.0,984.0,40.0,867332735655.0,0.0,50513.0,720000000.0
232.0,S6,1.0503,1090.0,984.0,40.0,867332735655.0,0.0,,1020000000.0
262.0,S6,1.4021,810.0,718.0,46.0,473506175491.0,0.0,50501.0,2340000000.0
262.0,S6,1.4021,810.0,718.0,46.0,473506175491.0,0.0,50513.0,420000000.0
262.0,S6,1.4021,810.0,718.0,46.0,473506175491.0,0.0,,60000000.0
262.0,S6,1.4021,810.0,718.0,46.0,473506175491.0,0.0,,180000000.0
263.0,S6,1.4021,532.0,410.0,40.0,367939754155.0,0.0,50501.0,2940000000.0
263.0,S6,1.4021,532.0,410.0,40.0,367939754155.0,0.0,50513.0,240000000.0
264.0,S6,1.4021,830.0,760.0,48.0,751610051555.0,0.0,50501.0,2700000000.0
264.0,S6,1.4021,830.0,760.0,48.0,751610051555.0,0.0,50501.0,12060000000.0
264.0,S6,1.4021,830.0,760.0,48.0,751610051555.0,0.0,50513.0,420000000.0
265.0,S6,1.4021,950.0,845.0,75.0,605748883465.0,0.0,50501.0,4860000000.0
265.0,S6,1.4021,950.0,845.0,75.0,605748883465.0,0.0,50501.0,1080000000.0
265.0,S6,1.4021,950.0,845.0,75.0,605748883465.0,0.0,50513.0,420000000.0
266.0,S6,1.4021,925.0,855.0,40.0,912927616231.0,0.0,50501.0,3360000000.0
266.0,S6,1.4021,925.0,855.0,40.0,912927616231.0,0.0,50513.0,480000000.0
267.0,S6,1.046,468.0,436.0,165.0,712310004732.0,0.0,50501.0,2880000000.0
267.0,S6,1.046,468.0,436.0,165.0,712310004732.0,0.0,50513.0,0.0
267.0,S6,1.046,468.0,436.0,165.0,712310004732.0,0.0,50513.0,180000000.0
267.0,S6,1.046,468.0,436.0,165.0,712310004732.0,0.0,,480000000.0
268.0,S6,1.046,396.0,364.0,170.0,960515236064.0,0.0,50501.0,12120000000.0
268.0,S6,1.046,396.0,364.0,170.0,960515236064.0,0.0,50513.0,120000000.0
268.0,S6,1.046,396.0,364.0,170.0,960515236064.0,0.0,,540000000.0
269.0,S6,1.4122,396.0,313.0,205.0,507362669268.0,1.0,50513.0,180000000.0
269.0,S6,1.4122,396.0,313.0,205.0,507362669268.0,1.0,,360000000.0
269.0,S6,1.4122,396.0,313.0,205.0,507362669268.0,1.0,,360000000.0
269.0,S6,1.4122,396.0,313.0,205.0,507362669268.0,1.0,,420000000.0
270.0,S6,1.4571,365.0,285.0,300.0,719436358990.0,0.0,50501.0,10860000000.0
270.0,S6,1.4571,365.0,285.0,300.0,719436358990.0,0.0,,480000000.0
270.0,S6,1.4571,365.0,285.0,300.0,719436358990.0,0.0,,480000000.0
270.0,S6,1.4571,365.0,285.0,300.0,719436358990.0,0.0,,0.0
270.0,S6,1.4571,365.0,285.0,300.0,719436358990.0,0.0,,420000000.0
270.0,S6,1.4571,365.0,285.0,300.0,719436358990.0,0.0,,720000000.0
270.0,S6,1.4571,365.0,285.0,300.0,719436358990.0,0.0,50513.0,660000000.0
270.0,S6,1.4571,365.0,285.0,300.0,719436358990.0,0.0,50513.0,60000000.0
270.0,S6,1.4571,365.0,285.0,300.0,719436358990.0,0.0,50513.0,600000000.0
271.0,S1,1.4006,384.0,166.0,35.0,491994530801.0,0.0,50501.0,4200000000.0
271.0,S1,1.4006,384.0,166.0,35.0,491994530801.0,0.0,50515.0,900000000.0
271.0,S1,1.4006,384.0,166.0,35.0,491994530801.0,0.0,60301.0,3780000000.0
271.0,S1,1.4006,384.0,166.0,35.0,491994530801.0,0.0,60301.0,3600000000.0
276.0,S6,1.4301,1230.0,1050.0,40.0,843222260845.0,0.0,50501.0,3540000000.0
276.0,S6,1.4301,1230.0,1050.0,40.0,843222260845.0,0.0,,360000000.0
276.0,S6,1.4301,1230.0,1050.0,40.0,843222260845.0,0.0,50513.0,180000000.0
277.0,S6,1.4301,1230.0,714.0,40.0,522065357561.0,0.0,50501.0,7500000000.0
277.0,S6,1.4301,1230.0,714.0,40.0,522065357561.0,0.0,50514.0,180000000.0
277.0,S6,1.4301,1230.0,714.0,40.0,522065357561.0,0.0,,480000000.0
280.0,S6,1.4021,850.0,750.0,48.0,400337899810.0,0.0,50513.0,540000000.0
280.0,S6,1.4021,850.0,750.0,48.0,400337899810.0,0.0,,540000000.0
281.0,S6,1.4021,950.0,845.0,75.0,605748883465.0,0.0,50501.0,9060000000.0
281.0,S6,1.4021,950.0,845.0,75.0,605748883465.0,0.0,50513.0,240000000.0
281.0,S6,1.4021,950.0,845.0,75.0,605748883465.0,0.0,,1140000000.0
282.0,S6,1.3536,3798.0,318.0,160.0,160578075103.0,0.0,50501.0,14100000000.0
282.0,S6,1.3536,3798.0,318.0,160.0,160578075103.0,0.0,50501.0,8880000000.0
282.0,S6,1.3536,3798.0,318.0,160.0,160578075103.0,0.0,50513.0,1020000000.0
282.0,S6,1.3536,3798.0,318.0,160.0,160578075103.0,0.0,,4680000000.0
283.0,S6,1.057,500.0,179.0,157.0,905832680190.0,0.0,50501.0,15000000000.0
283.0,S6,1.057,500.0,179.0,157.0,905832680190.0,0.0,,660000000.0
283.0,S6,1.057,500.0,179.0,157.0,905832680190.0,0.0,,1740000000.0
283.0,S6,1.057,500.0,179.0,157.0,905832680190.0,0.0,50513.0,660000000.0
285.0,S6,1.4034,1040.0,900.0,316.0,588236548.0,2.0,50501.0,3360000000.0
285.0,S6,1.4034,1040.0,900.0,316.0,588236548.0,2.0,50514.0,60000000.0
285.0,S6,1.4034,1040.0,900.0,316.0,588236548.0,2.0,50514.0,120000000.0
285.0,S6,1.4034,1040.0,900.0,316.0,588236548.0,2.0,,480000000.0
291.0,S6,1.4034,520.0,360.0,176.0,131756956723.0,2.0,50501.0,720000000.0
291.0,S6,1.4034,520.0,360.0,176.0,131756956723.0,2.0,50513.0,360000000.0
291.0,S6,1.4034,520.0,360.0,176.0,131756956723.0,2.0,,600000000.0
292.0,S6,1.7225,247.0,188.0,86.0,4326213292587.0,0.0,50501.0,4440000000.0
292.0,S6,1.7225,247.0,188.0,86.0,4326213292587.0,0.0,50513.0,420000000.0
292.0,S6,1.7225,247.0,188.0,86.0,4326213292587.0,0.0,,600000000.0
293.0,S6,1.046,251.0,190.0,121.0,2737079779199.0,0.0,50501.0,1260000000.0
293.0,S6,1.046,251.0,190.0,121.0,2737079779199.0,0.0,50513.0,300000000.0
293.0,S6,1.046,251.0,190.0,121.0,2737079779199.0,0.0,,1260000000.0
294.0,S6,1.4541,279.0,225.0,64.0,9559966356383.0,0.0,50501.0,2640000000.0
294.0,S6,1.4541,279.0,225.0,64.0,9559966356383.0,0.0,50513.0,180000000.0
294.0,S6,1.4541,279.0,225.0,64.0,9559966356383.0,0.0,,60000000.0
294.0,S6,1.4541,279.0,225.0,64.0,9559966356383.0,0.0,,480000000.0
